_id,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,WARD,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LONGITUDE,LATITUDE,ID,PARKING_TYPE,FLANKING,BICYCLE_CAPACITY,SIZE_M,YEAR_INSTALLED,BY_LAW,DETAILS,OBJECTID,geometry
9387,10736597,362,Bloor St W,362 Bloor St W,M5S 1X2,former Toronto,Toronto,University-Rosedale (11),The Living Stone Church,109001,10736589,362,,,,458,,,-79.4057871962,43.6665220156,60,Bike Rack,Walmer Rd,8,2.9,2016,,,27,"{u'type': u'Point', u'coordinates': (-79.4057839572, 43.6665134282)}"
9388,12562241,375,St Clair Ave W,375 St Clair Ave W,,former Toronto,Toronto,Toronto-St. Paul's (12),Nordheimer Ravine,106001,30076115,375,,,,890,,,-79.41432903100001,43.683694625,61,Bike Shelter,St Clair Ave W,20,10.0,2011,,,28,"{u'type': u'Point', u'coordinates': (-79.4143290305, 43.6836946285)}"
9389,10258457,40,Orchard View Blvd,40 Orchard View Blvd,M4R 1B9,former Toronto,Toronto,Eglinton-Lawrence (8),Northern District Public Library,107009,10258454,40,,,,4111,,,-79.4000672949,43.7082784933,64,Bike Rack,Roehampton Ave,8,2.9,2016,,,29,"{u'type': u'Point', u'coordinates': (-79.4000640485, 43.7082699051)}"
9390,7730077,400,Yonge St,400 Yonge St,,former Toronto,Toronto,University-Rosedale (11),,115001,7730098,400,,,,4733,,,-79.3826500538,43.6595503461,65,Bike Rack,Gerrard St W,8,2.9,2016,,,30,"{u'type': u'Point', u'coordinates': (-79.3826468223, 43.6595417581)}"
9391,785313,429,College St,429 College St,M5T 1T2,former Toronto,Toronto,University-Rosedale (11),,104008,1144402,429,,,,9765,,,-79.4072880289,43.6562918145,66,Bike Rack,Bathurst St,8,2.9,2016,,,31,"{u'type': u'Point', u'coordinates': (-79.4072847841, 43.6562832334)}"
9392,9980658,449,Parliament St,449 Parliament St,M5A 3A3,former Toronto,Toronto,Toronto Centre (13),,115001,14023933,449,,,,4162,,,-79.3671658667,43.6635151665,69,Bike Rack,Spruce St,8,2.9,2016,,,32,"{u'type': u'Point', u'coordinates': (-79.3671626415, 43.6635065844)}"
9393,30038007,47,Lower River St,47 Lower River St,M5A 0G1,former Toronto,Toronto,Toronto Centre (13),,100002,30037989,47,,,,19546,,,-79.355541057,43.656498596999995,71,Bike Rack,Trolley Cres,24,2.9,2016,,,33,"{u'type': u'Point', u'coordinates': (-79.3555410632, 43.656498597)}"
9394,11180397,49,Givins St,49 Givins St,M6J 2X5,former Toronto,Toronto,Spadina-Fort York (10),Givins/Shaw Public School,102002,11180398,49,,,,3505,,,-79.417587538,43.6464162386,72,Bike Rack,Shaw St,8,2.9,2013,,,34,"{u'type': u'Point', u'coordinates': (-79.4175842924, 43.6464076573)}"
9395,854435,50,Portland St,50 Portland St,M5V 2M7,former Toronto,Toronto,Spadina-Fort York (10),,112001,14025624,50,,,,9780,,,-79.399965439,43.64339526,77,Bike Corral,Wellington St W,14,5.5,2016,NO,,35,"{u'type': u'Point', u'coordinates': (-79.3999654357, 43.6433952592)}"
9396,10222755,511,King St W,511 King St W,M5V 2Z4,former Toronto,Toronto,Spadina-Fort York (10),,115001,10222754,511,,,,3780,,,-79.3978526577,43.6446321357,80,Bike Rack,King St W,8,2.9,2016,,,36,"{u'type': u'Point', u'coordinates': (-79.3978494175, 43.6446235513)}"
9397,2854062,522,University Ave,522 University Ave,M5G 1W7,former Toronto,Toronto,University-Rosedale (11),,104008,2854059,522,,,,4583,,,-79.389383358,43.6559270216,82,Bike Rack,Elm St,16,2.9,2016,,,37,"{u'type': u'Point', u'coordinates': (-79.3893801204, 43.6559184352)}"
9398,30028624,539,Parliament St,539 Parliament St,M4X 1P7,former Toronto,Toronto,Toronto Centre (13),,112001,9980335,539,,,,4162,,,-79.368472368,43.666040783999996,83,Bike Rack,Winchester St,8,2.9,2016,,,38,"{u'type': u'Point', u'coordinates': (-79.3684723714, 43.6660407872)}"
9399,10864312,61,Front St W,61 Front St W,M5J 1E5,former Toronto,Toronto,Spadina-Fort York (10),,115001,10864309,61,,,,3472,,,-79.380073283,43.6452539881,87,Bike Rack,Front St,72,2.9,2015,,,39,"{u'type': u'Point', u'coordinates': (-79.3800700536, 43.6452454057)}"
9400,51630,5,Bartonville Ave E,5 Bartonville Ave E,M6M 2B1,York,Toronto,York South-Weston (5),,104008,20112838,5,,,,433,,,-79.4945859412,43.689493177399996,74,Bike Rack,,8,2.9,2017,,,40,"{u'type': u'Point', u'coordinates': (-79.4945826751, 43.6894845939)}"
9401,10180172,621,King St W,621 King St W,M5V 1M5,former Toronto,Toronto,Spadina-Fort York (10),,115001,14674278,621,,,,3780,,,-79.40115307880001,43.644011461400005,89,Bike Rack,King St W,8,2.9,2016,,,41,"{u'type': u'Point', u'coordinates': (-79.401149846, 43.644002883)}"
9402,30033825,636,Queen St E,636 Queen St E,M4M 1G3,former Toronto,Toronto,Toronto-Danforth (14),,112001,11585489,636,,,,4237,,,-79.352595353,43.658432227,90,Bike Rack,Caroll St,8,2.9,2016,,,42,"{u'type': u'Point', u'coordinates': (-79.3525953502, 43.6584322328)}"
9403,8416907,675,Bloor St W,675 Bloor St W,M6G 1L3,former Toronto,Toronto,University-Rosedale (11),,115001,8416891,675,,,,458,,,-79.4162571017,43.663814814300004,93,Bike Rack,Manning Ave,56,2.9,2016,,,43,"{u'type': u'Point', u'coordinates': (-79.416253855, 43.6638062345)}"
9404,10906649,720,Bay St,720 Bay St,M5G 2K1,former Toronto,Toronto,University-Rosedale (11),,115001,10906644,720,,,,2962,,,-79.3854881693,43.6588456913,100,Bike Rack,Gerrard St W,8,2.9,2016,,,44,"{u'type': u'Point', u'coordinates': (-79.3854849355, 43.6588371126)}"
9405,14120392,736,Bay St,736 Bay St,M5G 2M4,former Toronto,Toronto,University-Rosedale (11),,115001,7792579,736,,,,2962,,,-79.3856502775,43.6593520626,101,Bike Rack,Bay St,8,2.9,2016,,,45,"{u'type': u'Point', u'coordinates': (-79.3856470492, 43.6593434836)}"
9406,10386594,743,Pape Ave,743 Pape Ave,M4K 3T1,former Toronto,Toronto,Toronto-Danforth (14),,115001,10386591,743,,,,280,,,-79.3450156115,43.6798959084,102,Bike Rack,Lipton Ave,32,2.9,2015,,,46,"{u'type': u'Point', u'coordinates': (-79.3450123848, 43.679887324)}"
9407,7569577,798,Richmond St W,798 Richmond St W,M6J 3P3,former Toronto,Toronto,Spadina-Fort York (10),,100002,7569576,798,,,,4277,,,-79.4098140977,43.6451383038,106,Bike Rack,Niagara St,16,2.9,2016,,,47,"{u'type': u'Point', u'coordinates': (-79.4098108572, 43.6451297245)}"
9408,785507,802,College St,802 College St,M6G 1C8,former Toronto,Toronto,University-Rosedale (11),,107010,1144782,802,,,,9765,,,-79.42171311140001,43.65485290189999,107,Bike Rack,Roxton Rd,8,2.9,2016,,,48,"{u'type': u'Point', u'coordinates': (-79.4217098647, 43.6548443189)}"
9409,773004,813,Bloor St W,813 Bloor St W,M6G 1L8,former Toronto,Toronto,University-Rosedale (11),,112001,30039479,813,,,,458,,,-79.421762941,43.662553805,108,Bike Rack,Bloor St W,8,2.9,2014,,,49,"{u'type': u'Point', u'coordinates': (-79.4217629458, 43.6625538026)}"
9410,785590,940,College St,940 College St,M6H 1A5,former Toronto,Toronto,Davenport (9),,107010,14018364,940,,,,9765,,,-79.426630956,43.653751560699995,114,Bike Rack,Dovercourt Rd,8,2.9,2016,,,50,"{u'type': u'Point', u'coordinates': (-79.4266277066, 43.65374298)}"
9411,773158,1034,Bloor St W,1034 Bloor St W,M6H 1M3,former Toronto,Toronto,Davenport (9),,107010,1143821,1034,,,,458,,,-79.4319374749,43.6608934566,8,Angled Bike Rack,Salem Ave,5,2.9,2016,,,51,"{u'type': u'Point', u'coordinates': (-79.4319342255, 43.6608848734)}"
9412,10334643,12,Emerson Ave,12 Emerson Ave,M6H 3S8,former Toronto,Toronto,Davenport (9),,115001,14012771,12,,,,3396,,,-79.4413165441,43.659391560900005,14,Bike Corral,Emerson Ave,14,5.5,2014,NO,,52,"{u'type': u'Point', u'coordinates': (-79.4413132922, 43.6593829779)}"
9413,20364714,82,Fort York Blvd,82 Fort York Blvd,M5V 4A6,former Toronto,Toronto,Spadina-Fort York (10),,112001,30036751,82,,,,15826,,,-79.396770825,43.640021775,109,Bike Rack,Fort York Blvd,8,2.9,2016,,,53,"{u'type': u'Point', u'coordinates': (-79.3967708309, 43.6400217735)}"
9414,20040470,65,Dundas St W,65 Dundas St W,M5G 2C3,former Toronto,Toronto,Toronto Centre (13),Eaton Centre Retail Entr,112001,7762832,65,,,,558,,,-79.3830105191,43.655602361899994,91,Bike Rack,Bay St,32,2.9,2016,,,54,"{u'type': u'Point', u'coordinates': (-79.3830072852, 43.6555937759)}"
9415,10576992,860,College St,860 College St,M6H 1A2,former Toronto,Toronto,Davenport (9),,115001,10576972,860,,,,9765,,,-79.4238571554,43.6544660667,110,Bike Rack,Concord Ave,8,2.9,2016,,,55,"{u'type': u'Point', u'coordinates': (-79.4238539128, 43.6544574848)}"
9416,6047970,901,King St W,901 King St W,M5V 3H5,former Toronto,Toronto,Spadina-Fort York (10),,115001,14024874,901,,,,3780,,,-79.4112500219,43.641881006999995,111,Bike Rack,King St W,8,2.9,2016,,,56,"{u'type': u'Point', u'coordinates': (-79.411246784, 43.6418724238)}"
9417,30039986,92,Fort York Blvd,92 Fort York Blvd,M5V 4A7,former Toronto,Toronto,Spadina-Fort York (10),,115001,30036751,92,,,,15826,,,-79.396968175,43.639981396,112,Bike Rack,Fort York Blvd,8,2.9,2016,,,57,"{u'type': u'Point', u'coordinates': (-79.3969681695, 43.6399814003)}"
9418,30035793,92,Sudbury St,92 Sudbury St,M6J 0C5,former Toronto,Toronto,Davenport (9),,112001,7553518,92,,,,4502,,,-79.423165638,43.641345894,113,Bike Corral,Lisgar St,14,5.5,2017,NO,,58,"{u'type': u'Point', u'coordinates': (-79.4231656377, 43.6413458973)}"
9419,30035742,44,Lisgar St,44 Lisgar St,,former Toronto,Toronto,Davenport (9),,107010,14024655,44,,,,3859,,,-79.423441189,43.642086536,67,Bike Rack,Lisgar St,8,2.9,2016,,,59,"{u'type': u'Point', u'coordinates': (-79.4234411857, 43.6420865352)}"
9420,11075760,95,Front St E,95 Front St E,M5E 1C2,former Toronto,Toronto,Toronto Centre (13),,115001,11075761,95,,,,3471,,,-79.3714969414,43.64918983770001,115,Bike Rack,Lower Jarvis St,8,2.9,2014,,,60,"{u'type': u'Point', u'coordinates': (-79.3714937128, 43.6491812588)}"
9421,379258,95,River Grove Dr,95 River Grove Dr,M1W 3T8,Scarborough,Toronto,Scarborough-Agincourt (22),,100001,20052191,95,,,,8803,,,-79.3173928836,43.8209557044,116,Bike Rack,Kennedy Rd,8,2.9,2016,,,61,"{u'type': u'Point', u'coordinates': (-79.317389651, 43.8209470944)}"
9422,10034904,953,Gerrard St E,953 Gerrard St E,M4M 1Z4,former Toronto,Toronto,Toronto-Danforth (14),"Matty Eckler Playground,Pape Avenue Playground",106007,10034902,953,,,,3495,,,-79.339396987,43.668053666000006,117,Bike Rack,Pape Ave,16,2.9,2016,,,62,"{u'type': u'Point', u'coordinates': (-79.339396983, 43.6680536711)}"
9423,10335151,695,Lansdowne Ave,695 Lansdowne Ave,M6H 3Y9,former Toronto,Toronto,Davenport (9),,115001,14012788,695,,,,3814,,,-79.442810428,43.659129041999996,97,Bike Rack,Lansdowne Ave,8,2.9,2014,,,63,"{u'type': u'Point', u'coordinates': (-79.4428104295, 43.6591290436)}"
9424,825934,55,John St,55 John St,M5V 3C6,former Toronto,Toronto,Spadina-Fort York (10),Metro Hall,104008,1146312,55,,,,9747,,,-79.3889347303,43.646162378,84,Bike Rack,John St,16,2.9,2015,,,64,"{u'type': u'Point', u'coordinates': (-79.3889314921, 43.6461537935)}"
9425,14171704,300,Victoria St,300 Victoria St,,former Toronto,Toronto,Toronto Centre (13),,115001,30075809,300,,,,9790,,,-79.38023767899999,43.657512626999996,52,Bike Rack,Gould St,32,2.9,2016,,,65,"{u'type': u'Point', u'coordinates': (-79.3802376739, 43.6575126332)}"
9426,30015452,138,Fort York Blvd,138 Fort York Blvd,M5V 0E3,former Toronto,Toronto,Spadina-Fort York (10),,100001,30015458,138,,,,15826,,,-79.3987903403,43.6393893408,20,Bike Rack,Ft York Blvd,8,2.9,2016,,,66,"{u'type': u'Point', u'coordinates': (-79.3987871032, 43.6393807611)}"
9427,8312904,1595,Dupont St,1595 Dupont St,M6P 3S8,former Toronto,Toronto,Davenport (9),,115001,8312902,1595,,,,3343,,,-79.4542225691,43.6649444707,26,Bike Rack,Franklin Ave,8,2.9,2017,,,67,"{u'type': u'Point', u'coordinates': (-79.454219318, 43.6649358895)}"
9428,8408498,2,Bloor St W,2 Bloor St W,M4W 3E2,former Toronto,Toronto,University-Rosedale (11),,115001,10759265,2,,,,458,,,-79.3872332867,43.670409024899996,32,Bike Rack,Yonge St,32,2.9,2016,,,68,"{u'type': u'Point', u'coordinates': (-79.3872300479, 43.670400436)}"
9429,10430677,2000,Yonge St,2000 Yonge St,M4S 1Z7,former Toronto,Toronto,Toronto-St. Paul's (12),,115001,10430667,2000,,,,4733,,,-79.3973847863,43.7004829233,37,Bike Rack,Glebe Rd W,8,2.9,2016,,,69,"{u'type': u'Point', u'coordinates': (-79.3973815441, 43.7004743322)}"
9430,20111213,22,Fort York Blvd,22 Fort York Blvd,M5V 3Z2,former Toronto,Toronto,Spadina-Fort York (10),,112001,20035046,22,,,,15826,,,-79.3941996403,43.6405667171,43,Bike Rack,Fort York Blvd,8,2.9,2017,,,70,"{u'type': u'Point', u'coordinates': (-79.3941963993, 43.6405581342)}"
